countrycode,countryname,year,incomegroup,GDP,NPL,region,specialnotes
TJK,Tajikistan,2003,Lower middle income,1555366826,1.82498123,Europe & Central Asia,
TJK,Tajikistan,2008,Lower middle income,5161308188,1.971567664,Europe & Central Asia,
TJK,Tajikistan,2014,Lower middle income,9236309138,1.194325981,Europe & Central Asia,
TJK,Tajikistan,2017,Lower middle income,7146449583,57.98977165,Europe & Central Asia,
